Serial Number of system during year,Basin of origin,Name,Date,Time,lat,lon,"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",windspeed,"Pressure Drop(hPa)[or""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar(in degree),
7,BOB,BOB 02_2003,15/12/2003,2100,16.5,81.0,,,,,CS, ,,
7,BOB,BOB 02_2003,16/12/2003,0000,17.0,81.0,,,,,CS, ,,
7,BOB,BOB 02_2003,16/12/2003,0300,17.0,81.0,,,,,DD, ,,
7,BOB,BOB 02_2003,16/12/2003,0600,17.5,81.5,,,,,D, ,,
7,BOB,BOB 02_2003,16/12/2003,1200,17.5,81.5,,,,,D, ,,
1,ARB,ARB 01_2004,05/05/2004,0300,11.5,73.5,1.5,1002, 25,,D, ,,
1,ARB,ARB 01_2004,05/05/2004,0600,11.5,73.5,2.0,1000, 30, 4,DD, ,,
1,ARB,ARB 01_2004,05/05/2004,0900,11.5,73.5,2.0,1000, 30, 4,DD, ,,
1,ARB,ARB 01_2004,05/05/2004,1200,11.5,73.5,2.5, 994, 35, 6,CS, ,,
1,ARB,ARB 01_2004,05/05/2004,1500,11.5,73.0,2.5, 994, 35, 6,CS, ,,
1,ARB,ARB 01_2004,05/05/2004,1800,11.5,73.0,2.5, 994, 35, 6,CS, ,,
1,ARB,ARB 01_2004,05/05/2004,2100,11.5,73.0,2.5, 992, 35, 6,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,0000,11.5,73.0,2.5, 992, 35, 6,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,0300,11.5,73.0,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,0600,11.5,73.0,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,0900,11.5,73.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,1200,11.5,73.0,3.0, 988, 45,10,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,1500,11.5,73.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,1800,11.5,73.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,06/05/2004,2100,11.5,73.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,07/05/2004,0000,11.5,73.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,07/05/2004,0300,12.5,72.0,3.5, 988, 55,14,SCS, ,,
1,ARB,ARB 01_2004,07/05/2004,0600,13.0,71.5,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,07/05/2004,0900,13.0,71.5,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,07/05/2004,1200,13.0,71.5,3.5, 984, 55,14,SCS, ,,
1,ARB,ARB 01_2004,07/05/2004,1500,13.0,71.5,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,07/05/2004,1800,13.0,71.5,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,07/05/2004,2100,13.0,71.5,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,08/05/2004,0000,13.5,71.0,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,08/05/2004,0300,13.5,71.0,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,08/05/2004,0600,13.5,71.0,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,08/05/2004,0900,13.5,71.0,3.5, 986, 55,14,SCS, ,,
1,ARB,ARB 01_2004,08/05/2004,1200,13.5,71.0,3.0, 988, 45,10,CS, ,,
1,ARB,ARB 01_2004,08/05/2004,1500,13.5,71.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,08/05/2004,1800,14.0,71.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,08/05/2004,2100,14.5,70.5,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,0000,14.5,70.5,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,0300,15.0,70.5,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,0600,15.5,70.0,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,0900,16.0,70.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,1200,16.5,70.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,1500,17.0,70.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,1800,17.5,70.0,3.0, 990, 45,10,CS, ,,
1,ARB,ARB 01_2004,09/05/2004,2100,18.0,70.0,3.0, 992, 45,10,CS, ,,
1,ARB,ARB 01_2004,10/05/2004,0000,18.5,70.0,2.5, 996, 35, 6,CS, ,,
1,ARB,ARB 01_2004,10/05/2004,0300,19.0,70.0,2.5, 998, 35, 6,CS, ,,
1,ARB,ARB 01_2004,10/05/2004,0600,19.0,70.0,2.0,1000, 30, 4,DD, ,,
1,ARB,ARB 01_2004,10/05/2004,0900,19.5,70.0,1.5,1002, 25, 3,D, ,,
2,BOB,BOB 01_2004,16/05/2004,0900,17.0,91.5,1.5,1000, 25,3,D, ,,
2,BOB,BOB 01_2004,16/05/2004,1200,17.5,91.0,1.5,1000, 25,3,D, ,,
2,BOB,BOB 01_2004,16/05/2004,1800,17.5,91.0,2.0, 998, 30, 4,DD, ,,
2,BOB,BOB 01_2004,16/05/2004,2100,18.0,90.5,2.0, 998, 30, 4,DD, ,,
2,BOB,BOB 01_2004,17/05/2004,0000,18.5,90.5,2.0, 998, 30, 4,DD, ,,
2,BOB,BOB 01_2004,17/05/2004,0300,18.5,90.0,2.5, 998, 35, 6,CS, ,,
2,BOB,BOB 01_2004,17/05/2004,0600,18.5,90.0,2.5, 998, 35, 6,CS, ,,
2,BOB,BOB 01_2004,17/05/2004,0900,18.5,89.5,3.0, 988, 45,10,CS, ,,
2,BOB,BOB 01_2004,17/05/2004,1200,18.5,89.0,3.0, 988, 45,10,CS, ,,
2,BOB,BOB 01_2004,17/05/2004,1500,18.5,89.0,3.0, 988, 45,10,CS, ,,
2,BOB,BOB 01_2004,17/05/2004,1800,18.5,89.0,3.0, 986, 45,10,CS, ,,
2,BOB,BOB 01_2004,17/05/2004,2100,19.0,88.5,3.0, 986, 45,10,CS, ,,
2,BOB,BOB 01_2004,18/05/2004,0000,19.0,88.5,3.0, 986, 45,10,CS, ,,
2,BOB,BOB 01_2004,18/05/2004,0300,19.0,88.5,3.0, 986, 45,10,CS, ,,
2,BOB,BOB 01_2004,18/05/2004,0600,19.0,88.5,3.5, 982, 55,14,SCS, ,,
2,BOB,BOB 01_2004,18/05/2004,0900,19.0,89.5,3.5, 980, 55,14,SCS, ,,
2,BOB,BOB 01_2004,18/05/2004,1200,19.0,90.0,3.5, 980, 55,14,SCS, ,,
2,BOB,BOB 01_2004,18/05/2004,1500,19.0,90.0,4.0, 974, 65,20,VSCS, ,,
2,BOB,BOB 01_2004,18/05/2004,1800,19.5,90.5,4.0, 974, 65,20,VSCS, ,,
2,BOB,BOB 01_2004,18/05/2004,2100,19.0,91.0,4.0, 972, 65,20,VSCS, ,,
2,BOB,BOB 01_2004,19/05/2004,0000,20.0,91.5,4.5, 962, 77,28,VSCS, ,,
2,BOB,BOB 01_2004,19/05/2004,0300,20.5,92.0,5.0, 952, 90,40,ESCS, ,,
3,ARB,,10/06/2004,0300,17.5,67.5,1.5, 996, 25,3,D, ,,
3,ARB,,10/06/2004,0600,17.5,67.5,1.5, 996, 25,3,D, ,,
3,ARB,,10/06/2004,0900,17.5,66.5,2.0, 996, 30, 4,DD, ,,
3,ARB,,10/06/2004,1200,17.5,66.5,2.0, 996, 30, 4,DD, ,,
3,ARB,,10/06/2004,1500,17.5,66.5,2.0, 996, 30, 4,DD, ,,
3,ARB,,10/06/2004,1800,17.5,66.5,2.0, 996, 30, 4,DD, ,,
3,ARB,,10/06/2004,2100,17.5,66.0,2.0, 996, 30, 4,DD, ,,
3,ARB,,11/06/2004,0000,18.0,66.0,2.0, 996, 30, 4,DD, ,,
3,ARB,,11/06/2004,0300,18.0,66.0,2.0, 996, 30, 4,DD, ,,
3,ARB,,11/06/2004,0600,18.0,66.0,2.0, 994, 30, 4,DD, ,,
3,ARB,,11/06/2004,0900,18.0,66.0,2.0, 994, 30, 4,DD, ,,
3,ARB,,11/06/2004,1200,18.0,66.0,2.0, 992, 30, 4,DD, ,,
3,ARB,,11/06/2004,1500,18.0,66.0,2.0, 992, 30, 4,DD, ,,
3,ARB,,11/06/2004,1800,18.0,66.0,2.0, 994, 30, 4,DD, ,,
3,ARB,,11/06/2004,2100,18.0,66.0,2.0, 994, 30, 4,DD, ,,
3,ARB,,12/06/2004,0000,18.0,66.0,2.0, 994, 30, 4,DD, ,,
3,ARB,,12/06/2004,0300,18.0,66.0,2.0, 996, 30, 4,DD, ,,
3,ARB,,12/06/2004,0600,18.0,66.0,2.0, 996, 30, 4,DD, ,,
3,ARB,,12/06/2004,0900,18.0,66.0,2.0, 996, 30, 4,DD, ,,
3,ARB,,12/06/2004,1200,18.0,65.5,1.5, 996, 25,3,D, ,,
3,ARB,,13/06/2004,0300,18.0,65.0,1.5, 996, 25,3,D, ,,
4,BOB,,11/06/2004,0300,15.5,90.0,1.5, 998, 25,3,D, ,,
4,BOB,,11/06/2004,0600,15.5,90.0,1.5, 998, 25,3,D, ,,
4,BOB,,11/06/2004,0900,15.5,89.5,1.5, 998, 25,3,D, ,,
4,BOB,,11/06/2004,1200,15.5,89.0,1.5, 998, 25,3,D, ,,
4,BOB,,11/06/2004,1500,15.5,89.0,1.5, 998, 25,3,D, ,,
4,BOB,,11/06/2004,1800,15.5,89.0,1.5, 998, 25,3,D, ,,
4,BOB,,11/06/2004,2100,15.5,89.0,1.5, 998, 25,3,D, ,,
4,BOB,,12/06/2004,0000,16.0,88.0,1.5, 998, 25,3,D, ,,
4,BOB,,12/06/2004,0300,17.5,87.0,2.0, 996, 30, 4,DD, ,,
4,BOB,,12/06/2004,0600,17.5,87.0,2.0, 996, 30, 4,DD, ,,
4,BOB,,12/06/2004,0900,17.5,86.5,2.0, 996, 30, 4,DD, ,,
4,BOB,,12/06/2004,1200,18.0,86.0,2.0, 994, 30, 4,DD, ,,
4,BOB,,12/06/2004,1500,18.0,86.0,2.0, 994, 30, 4,DD, ,,
4,BOB,,12/06/2004,1800,18.5,85.5,2.0, 994, 30, 4,DD, ,,
4,BOB,,12/06/2004,2100,19.0,85.5,2.0, 994, 30, 4,DD, ,,
4,BOB,,13/06/2004,0000,19.5,85.5,2.0, 992, 30, 6,DD, ,,
4,BOB,,13/06/2004,0300,19.5,85.5,2.0, 992, 30, 6,DD, ,,
4,BOB,,13/06/2004,0600,19.5,85.5,, 992, 30, 4,DD, ,,
4,BOB,,13/06/2004,0900,20.0,85.5,, 992, 30, 4,DD, ,,
4,BOB,,13/06/2004,1200,20.5,85.5,, 992, 30, 4,DD, ,,
4,BOB,,14/06/2004,0300,21.5,84.0,, 992, 30, 4,DD, ,,
4,BOB,,14/06/2004,0900,22.0,83.0,, 990, 25,3,D, ,,
5,LAND,,12/09/2004,0300,22.5,88.5,, 996, 25, 4,D, ,,
5,LAND,,12/09/2004,1200,23.0,88.5,, 998, 25, 4,D, ,,
5,LAND,,13/09/2004,0300,23.0,88.0,,1000, 25, 4,D, ,,
5,LAND,,13/09/2004,1200,23.0,88.0,, 998, 25, 6,D, ,,
5,LAND,,14/09/2004,0300,22.5,88.0,, 998, 25, 4,D, ,,
5,LAND,,14/09/2004,1200,22.5,88.0,,1000, 25, 4,D, ,,
5,LAND,,15/09/2004,0300,22.5,88.0,,1002, 25, 4,D, ,,
5,LAND,,15/09/2004,1200,22.5,88.0,, 998, 25, 4,D, ,,
6,ARB,ONIL,30/09/2004,0900,16.0,69.0,1.5,1006, 25,3,D, ,,
6,ARB,ONIL,30/09/2004,1200,16.5,68.5,2.0,1004, 30, 4,DD, ,,
6,ARB,ONIL,30/09/2004,1500,17.0,68.0,2.0,1004, 30, 4,DD, ,,
6,ARB,ONIL,30/09/2004,1800,17.5,68.0,2.0,1006, 30, 4,DD, ,,
6,ARB,ONIL,30/09/2004,2100,18.0,67.5,2.0,1006, 30, 4,DD, ,,
6,ARB,ONIL,01/10/2004,0000,18.5,67.0,2.0,1006, 30, 4,DD, ,,
6,ARB,ONIL,01/10/2004,0300,19.0,67.0,2.0,1006, 30, 4,DD, ,,
6,ARB,ONIL,01/10/2004,0600,19.0,67.0,2.0,1006, 30, 4,DD, ,,
6,ARB,ONIL,01/10/2004,0900,19.5,66.5,2.5,1002, 35, 6,CS, ,,
6,ARB,ONIL,01/10/2004,1200,20.0,66.5,2.5,1000, 35, 6,CS, ,,
6,ARB,ONIL,01/10/2004,1500,20.0,66.5,2.5,1000, 35, 6,CS, ,,
6,ARB,ONIL,01/10/2004,1800,20.0,66.5,2.5,1002, 35, 6,CS, ,,
6,ARB,ONIL,01/10/2004,2100,20.0,66.5,2.5,1002, 35, 6,CS, ,,
6,ARB,ONIL,02/10/2004,0000,21.0,66.5,2.5,1002, 35, 6,CS, ,,
6,ARB,ONIL,02/10/2004,0300,21.0,66.5,2.5,1000, 35, 8,CS, ,,
6,ARB,ONIL,02/10/2004,0600,21.5,67.0,3.0, 996, 45,12,CS, ,,
6,ARB,ONIL,02/10/2004,0900,21.5,67.0,3.5, 990, 55,16,SCS, ,,
6,ARB,ONIL,02/10/2004,1200,22.0,67.5,3.5, 990, 55,16,SCS, ,,
6,ARB,ONIL,02/10/2004,1500,22.0,67.5,3.5, 990, 55,16,SCS, ,,
6,ARB,ONIL,02/10/2004,1800,22.5,68.0,3.5, 992, 55,16,SCS, ,,
6,ARB,ONIL,02/10/2004,2100,22.5,68.5,3.5, 992, 55,16,SCS, ,,
6,ARB,ONIL,03/10/2004,0000,23.0,68.5,2.5, 998, 35,10,CS, ,,
6,ARB,ONIL,03/10/2004,0300,23.0,68.5,2.0,1002, 30, 6,DD, ,,
6,ARB,ONIL,03/10/2004,0600,23.0,68.5,2.0,1004, 30, 4,DD, ,,
6,ARB,ONIL,03/10/2004,0900,23.0,68.5,2.0,1002, 30, 4,DD, ,,
6,ARB,ONIL,03/10/2004,1200,23.0,68.5,1.5,1000, 25,3,D, ,,
6,ARB,ONIL,03/10/2004,1500,23.0,68.5,1.5,1002, 25,3,D, ,,
6,ARB,ONIL,03/10/2004,1800,23.0,68.5,1.5,1002, 25,3,D, ,,
7,BOB,,02/10/2004,0300,11.5,87.0,1.5,1006, 25,3,D, ,,
7,BOB,,02/10/2004,0600,12.0,86.5,1.5,1006, 25,3,D, ,,
7,BOB,,02/10/2004,0900,12.5,86.0,1.5,1004, 25,4,D, ,,
7,BOB,,02/10/2004,1200,12.5,86.0,1.5,1002, 25,4,D, ,,
7,BOB,,02/10/2004,1500,13.0,85.5,1.5,1004, 25,4,D, ,,
7,BOB,,02/10/2004,1800,13.0,85.5,1.5,1006, 25,4,D, ,,
7,BOB,,02/10/2004,2100,13.0,85.5,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,0000,13.5,85.0,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,0300,14.5,84.5,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,0600,14.5,84.5,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,0900,15.0,84.0,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,1200,15.5,83.5,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,1500,15.5,83.5,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,1800,16.5,83.0,1.5,1006, 25,4,D, ,,
7,BOB,,03/10/2004,2100,17.0,83.0,1.5,1006, 25,4,D, ,,
7,BOB,,04/10/2004,0000,17.5,82.5,1.5,1006, 25,4,D, ,,
7,BOB,,04/10/2004,0300,18.0,84.0,1.5,1006, 25,4,D, ,,
8,LAND,,07/10/2004,0300,22.5,87.0,,1006, 25,3,D, ,,
8,LAND,,07/10/2004,1200,23.5,88.0,,1004, 25,3,D, ,,
8,LAND,,08/10/2004,0300,24.0,90.0,,1004, 25,3,D, ,,
9,ARB,,02/11/2004,1200,12.0,67.0,1.5,1006, 25,3,D, ,,
9,ARB,,03/11/2004,0300,13.0,67.0,1.5,1006, 25,3,D,,,
9,ARB,,03/11/2004,1200,13.5,67.0,1.5,1006, 25,3,D, ,,
9,ARB,,04/11/2004,0300,13.5,67.0,1.5,1006, 25,3,D, ,,
9,ARB,,04/11/2004,1200,14.0,67.0,1.5,1006, 25,3,D,,,
9,ARB,,05/11/2004,0300,14.0,67.0,2.0,1004, 30, 4,DD, ,,
9,ARB,,05/11/2004,1200,15.0,66.0,2.0,1004, 30, 4,DD, ,,
9,ARB,,06/11/2004,0300,15.0,63.0,2.0,1006, 30, 4,DD, ,,
9,ARB,,06/11/2004,0900,15.0,61.5,1.5,1006, 25,3,D, ,,
9,ARB,,06/11/2004,1200,15.0,61.0,1.5,1006, 25,3,D, ,,
9,ARB,,07/11/2004,0300,14.5,58.5,1.5,1006, 25,3,D, ,,
9,ARB,,07/11/2004,0900,14.0,57.0,1.5,1008, 25,3,D, ,,
9,ARB,,07/11/2004,1200,13.5,56.5,1.5,1010, 25,3,D, ,,
10,ARB,AGNI,29/11/2004,0300, 1.5,66.0,1.5,1006, 25,3,D, ,,
10,ARB,AGNI,29/11/2004,0600, 2.0,65.5,1.5,1006, 25,3,D, ,,
10,ARB,AGNI,29/11/2004,0900, 2.5,65.0,1.5,1006, 25, 4,D, ,,
10,ARB,AGNI,29/11/2004,1200, 3.0,64.5,2.5,1004, 35, 6,CS, ,,
10,ARB,AGNI,29/11/2004,1500, 3.5,64.0,2.5,1004, 35, 6,CS, ,,
10,ARB,AGNI,29/11/2004,1800, 3.5,64.0,2.5,1004, 35, 6,CS, ,,
10,ARB,AGNI,29/11/2004,2100, 3.5,63.5,2.5,1004, 35, 6,CS, ,,
10,ARB,AGNI,30/11/2004,0000, 4.5,63.0,2.5,1004, 35, 6,CS, ,,
10,ARB,AGNI,30/11/2004,0300, 5.0,62.5,3.0, 998, 45,10,CS, ,,
10,ARB,AGNI,30/11/2004,0600, 5.5,61.5,3.5, 994, 55,14,SCS, ,,
10,ARB,AGNI,30/11/2004,0900, 6.0,61.0,3.5, 994, 55,14,SCS, ,,
10,ARB,AGNI,30/11/2004,1200, 6.0,60.5,3.5, 994, 55,14,SCS, ,,
10,ARB,AGNI,30/11/2004,1500, 6.0,60.5,3.5, 994, 55,14,SCS, ,,
10,ARB,AGNI,30/11/2004,1800, 6.0,60.0,3.0, 998, 45,10,CS, ,,
10,ARB,AGNI,30/11/2004,2100, 6.5,60.0,3.0,1000, 45,10,CS, ,,
10,ARB,AGNI,01/12/2004,0000, 7.0,59.5,2.5,1002, 35, 8,CS, ,,
10,ARB,AGNI,01/12/2004,0300, 7.0,59.5,2.5,1002, 35, 8,CS, ,,
10,ARB,AGNI,01/12/2004,0600, 7.0,59.5,2.5,1002, 35, 8,CS, ,,
10,ARB,AGNI,01/12/2004,0900, 7.5,58.5,2.0,1004, 30, 4,DD, ,,
10,ARB,AGNI,01/12/2004,1200, 7.5,58.5,1.5,1006, 25, 4,DD, ,,
10,ARB,AGNI,02/12/2004,0300, 8.0,56.5,1.5,1006, 25,3,D, ,,
10,ARB,AGNI,02/12/2004,1200, 8.0,55.0,1.5,1006, 25,3,D, ,,
1,BOB,HIBARU,13/01/2005,1200, 5.5,87.0,1.5,1006, 25, 4,D, ,,
1,BOB,HIBARU,14/01/2005,0300, 5.5,87.0,2.0,1004, 30, 4,DD, ,,
1,BOB,HIBARU,14/01/2005,1200, 5.5,87.0,2.0,1004, 30, 4,DD, ,,
1,BOB,HIBARU,15/01/2005,0300, 5.5,87.0,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,15/01/2005,0600, 5.5,87.0,2.5,1000, 35, 6,CS, ,,
1,BOB,HIBARU,15/01/2005,0900, 5.5,87.0,2.5,1000, 35, 6,CS, ,,
1,BOB,HIBARU,15/01/2005,1200, 5.5,87.0,2.5,1000, 35, 6,CS, ,,
1,BOB,HIBARU,15/01/2005,1500, 5.5,87.0,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,15/01/2005,1800, 5.5,87.0,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,15/01/2005,2100, 5.5,87.0,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,0000, 5.5,87.0,2.5,1004, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,0300, 5.5,86.5,2.5,1004, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,0600, 5.5,86.5,2.5,1004, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,0900, 5.5,86.5,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,1200, 5.5,86.5,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,1500, 5.5,86.5,2.5,1002, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,1800, 5.5,86.5,2.5,1004, 35, 6,CS, ,,
1,BOB,HIBARU,16/01/2005,2100, 5.5,86.5,2.5,1004, 35, 6,CS, ,,
1,BOB,HIBARU,17/01/2005,0000, 5.5,86.0,2.0,1004, 30, 4,DD, ,,
1,BOB,HIBARU,17/01/2005,0300, 5.0,86.0,2.0,1004, 30, 4,DD, ,,
1,BOB,HIBARU,17/01/2005,0600, 5.0,86.0,2.0,1004, 30, 4,DD, ,,
1,BOB,HIBARU,17/01/2005,0900, 5.0,86.0,1.5,1004, 25, 4,D, ,,
1,BOB,HIBARU,17/01/2005,1200, 5.0,86.0,1.5,1006, 25, 4,D, ,,
2,ARB,,21/06/2005,0300,21.5,68.5,1.5, 992, 25, 4,D, ,,
2,ARB,,21/06/2005,1200,22.0,68.0,1.5, 994, 25, 4,D, ,,
2,ARB,,22/06/2005,0300,22.0,68.0,1.5, 994, 25, 4,D, ,,
2,ARB,,22/06/2005,1200,22.0,67.0,1.5, 992, 25, 4,D, ,,
3,LAND,,27/06/2005,1200,21.5,88.0,, 990, 25, 4,D, ,,
3,LAND,,28/06/2005,0300,23.0,86.0,, 990, 25, 4,D, ,,
3,LAND,,28/06/2005,1200,23.0,86.0,, 990, 25, 4,D, ,,
3,LAND,,29/06/2005,0300,23.0,86.0,, 990, 25, 4,D, ,,
3,LAND,,29/06/2005,1200,23.5,85.5,, 990, 25, 4,D, ,,
3,LAND,,30/06/2005,0300,24.0,84.0,, 990, 25, 4,D, ,,
3,LAND,,30/06/2005,1200,24.0,82.0,, 990, 25, 4,D, ,,
3,LAND,,01/07/2005,0300,24.5,80.5,, 990, 25, 4,D, ,,
3,LAND,,01/07/2005,1200,24.5,80.5,, 990, 25, 4,D, ,,
3,LAND,,02/07/2005,0300,24.5,80.5,, 990, 25, 4,D, ,,
3,LAND,,02/07/2005,1200,24.5,80.5,, 990, 25, 4,D, ,,
3,LAND,,03/07/2005,0300,24.5,80.5,, 990, 25, 4,D, ,,
3,LAND,,03/07/2005,1200,24.5,80.5,, 990, 25, 4,D, ,,
3,LAND,,04/07/2005,0300,25.0,79.5,, 990, 25, 4,D, ,,
3,LAND,,04/07/2005,1200,25.0,79.5,, 990, 25, 4,D, ,,
3,LAND,,05/07/2005,0300,26.0,80.0,, 990, 25, 4,D, ,,
3,LAND,,05/07/2005,1200,26.0,80.0,, 990, 25, 4,D, ,,
4,BOB,,29/07/2005,0300,21.5,87.5,1.5, 992, 25, 4,D, ,,
4,BOB,,29/07/2005,1200,21.5,87.5,1.5, 990, 25, 4,D, ,,
4,BOB,,30/07/2005,0300,21.5,87.5,2.0, 990, 30, 5,DD, ,,
4,BOB,,30/07/2005,1200,21.5,85.5,2.0, 988, 30, 5,DD, ,,
4,BOB,,31/07/2005,0300,21.5,85.5,2.0, 990, 30, 5,DD, ,,
4,BOB,,31/07/2005,1200,22.0,82.5,2.0, 990, 30, 5,DD, ,,
5,BOB,,12/09/2005,0300,20.0,88.0,1.5, 992, 25, 4,D, ,,
5,BOB,,12/09/2005,1200,21.0,85.0,1.5, 992, 25, 4,D, ,,
5,BOB,,13/09/2005,0300,21.5,84.0,1.5, 992, 25, 4,D, ,,
5,BOB,,13/09/2005,1200,22.0,82.5,1.5, 992, 25, 4,D, ,,
5,BOB,,14/09/2005,0300,23.0,80.0,1.5, 996, 25, 4,D, ,,
5,BOB,,14/09/2005,1200,23.0,80.0,1.5, 998, 25, 4,D, ,,
5,BOB,,15/09/2005,0300,24.5,78.5,1.5,1000, 25, 4,D, ,,
5,BOB,,15/09/2005,1200,25.5,78.0,1.5, 996, 25, 4,D, ,,
5,BOB,,16/09/2005,0300,27.0,78.0,1.5, 996, 25, 4,D, ,,
5,BOB,,16/09/2005,1200,28.0,78.0,1.5, 996, 25, 4,D, ,,
6,ARB,,14/09/2005,0300,20.0,68.5,1.5, 996, 25, 4,D, ,,
6,ARB,,14/09/2005,1200,20.5,68.0,1.5, 996, 25, 4,D, ,,
6,ARB,,15/09/2005,0300,20.5,68.0,1.5, 996, 25, 4,D, ,,
6,ARB,,15/09/2005,1200,20.5,68.0,1.5, 996, 25, 4,D, ,,
6,ARB,,16/09/2005,0300,21.5,67.5,1.5, 996, 25, 4,D, ,,
6,ARB,,16/09/2005,1200,21.5,69.0,1.5, 996, 25, 4,D, ,,
7,BOB,PYARR,17/09/2005,0300,20.0,90.5,1.5,1000, 25, 4,D, ,,
7,BOB,PYARR,17/09/2005,1200,20.5,90.0,1.5, 998, 25, 4,D, ,,
7,BOB,PYARR,18/09/2005,0300,20.5,87.5,2.0, 996, 30, 5,DD, ,,
7,BOB,PYARR,18/09/2005,0600,20.0,87.5,2.0, 996, 30, 5,DD, ,,
7,BOB,PYARR,18/09/2005,0900,19.5,87.0,2.0, 996, 30, 5,DD, ,,
7,BOB,PYARR,18/09/2005,1200,19.5,86.5,2.5, 994, 35, 6,CS, ,,
7,BOB,PYARR,18/09/2005,1500,19.5,86.5,2.5, 992, 35, 6,CS, ,,
7,BOB,PYARR,18/09/2005,1800,19.0,85.5,2.5, 990, 35, 6,CS, ,,
7,BOB,PYARR,18/09/2005,2100,18.5,84.5,2.5, 988, 35, 6,CS, ,,
7,BOB,PYARR,19/09/2005,0000,18.5,84.5,2.5, 988, 35, 6,CS, ,,
7,BOB,PYARR,19/09/2005,0300,18.5,84.0,2.5, 988, 35, 6,CS,,,
7,BOB,PYARR,19/09/2005,0600,18.5,83.5,, 988, 35, 6,CS,,,
7,BOB,PYARR,19/09/2005,0900,18.5,83.5,, 988, 35, 6,CS, ,,
7,BOB,PYARR,19/09/2005,1200,18.5,83.5,, 988, 35, 6,CS, ,,
7,BOB,PYARR,19/09/2005,1500,18.5,83.5,, 988, 35, 6,CS, ,,
7,BOB,PYARR,19/09/2005,1800,18.5,83.0,, 988, 35, 6,CS, ,,
7,BOB,PYARR,19/09/2005,2100,18.5,83.0,,1000, 30, 5,DD, ,,
7,BOB,PYARR,20/09/2005,0000,19.0,82.5,,1002, 30, 5,DD, ,,
7,BOB,PYARR,20/09/2005,0300,19.0,82.5,,1002, 30, 5,DD, ,,
7,BOB,PYARR,20/09/2005,0600,19.0,82.5,,1002, 30, 5,DD, ,,
7,BOB,PYARR,20/09/2005,0900,19.0,81.5,,1002, 30, 5,DD, ,,
7,BOB,PYARR,20/09/2005,1200,19.0,80.5,,1004, 25, 4,D, ,,
7,BOB,PYARR,21/09/2005,0300,19.5,79.5,,1004, 25, 4,D, ,,
